         100,         0 ,  00007d9
         100,         1 ,  0000587
         100,         2 ,  0000585
         100,         3 ,  00009a8
         100,         4 ,  0000fba
         100,         5 ,  0000437
         100,         6 ,  0000864
         100,         7 ,  00008ad
         100,         8 ,  00009ea
         100,         9 ,  000085d
         100,         10 ,  0000a55
         100,         11 ,  000112b
         100,         12 ,  0000689
         100,         13 ,  0000f79
         100,         14 ,  0000bfa
         100,         15 ,  000083e
         100,         16 ,  00010bb
         100,         17 ,  0000450
         100,         18 ,  0000154
         100,         19 ,  0001074
         100,         20 ,  0000a8e
         100,         21 ,  00008d1
         100,         22 ,  0000513
         100,         23 ,  00003c6
         100,         24 ,  0000c3b
         100,         25 ,  00008e8
         100,         26 ,  0000bb0
         100,         27 ,  0000cfc
         100,         28 ,  00000e1
         100,         29 ,  00004f7
         100,         30 ,  0000228
         100,         31 ,  000031b
         100,         32 ,  00009ea
         100,         33 ,  0000dbb
         100,         34 ,  000100b
         100,         35 ,  0000297
         100,         36 ,  0000eeb
         100,         37 ,  0000cce
         100,         38 ,  0000f69
         100,         39 ,  0000252
         100,         40 ,  00002a2
         100,         41 ,  0000ce4
         100,         42 ,  00006bf
         100,         43 ,  0000709
         100,         44 ,  0000aca
         100,         45 ,  0000c30
         100,         46 ,  0000707
         100,         47 ,  0000b8c
         100,         48 ,  000046e
         100,         49 ,  0001115
         100,         50 ,  0001032
         100,         51 ,  0000be8
         100,         52 ,  000045a
         100,         53 ,  000078f
         100,         54 ,  000087f
         100,         55 ,  00008f0
         100,         56 ,  00000ed
         100,         57 ,  0000d10
         100,         58 ,  00002f0
         100,         59 ,  0000e23
         100,         60 ,  0000060
         100,         61 ,  0000e87
         100,         62 ,  0001015
         100,         63 ,  000066d
         100,         64 ,  00004d7
         100,         65 ,  00011f9
         100,         66 ,  000062e
         100,         67 ,  0000e2f
         100,         68 ,  0001085
         100,         69 ,  000053a
         100,         70 ,  000001d
         100,         71 ,  000035a
         100,         72 ,  0000dbb
         100,         73 ,  000081c
         100,         74 ,  000015b
         100,         75 ,  0000504
         100,         76 ,  00011fd
         100,         77 ,  0001056
         100,         78 ,  0000a45
         100,         79 ,  0000024
         100,         80 ,  0000379
         100,         81 ,  0000f4d
         100,         82 ,  0000f13
         100,         83 ,  0000320
         100,         84 ,  0000abd
         100,         85 ,  0000f34
         100,         86 ,  0000a13
         100,         87 ,  0000833
         100,         88 ,  000081c
         100,         89 ,  000027b
         100,         90 ,  00009b5
         100,         91 ,  0000e2f
         100,         92 ,  00007f0
         100,         93 ,  0000dcf
         100,         94 ,  0000dc8
         100,         95 ,  0000635
         100,         96 ,  0000449
         100,         97 ,  0000496
         100,         98 ,  00005a9
         100,         99 ,  0000a67
         100,         100 ,  00006d6
         100,         101 ,  00003b9
         100,         102 ,  0000712
         100,         103 ,  0000aca
         100,         104 ,  0000b47
         100,         105 ,  0000d3b
         100,         106 ,  0001032
         100,         107 ,  0000c05
         100,         108 ,  0000ea3
         100,         109 ,  0000013
         100,         110 ,  00005ca
         100,         111 ,  0000c83
         100,         112 ,  0000132
         100,         113 ,  000052c
         100,         114 ,  0000587
         100,         115 ,  0000893
         100,         116 ,  0000eae
         100,         117 ,  0001003
         100,         118 ,  0000320
         100,         119 ,  0001022
         100,         120 ,  0000fb8
         100,         121 ,  0000282
         100,         122 ,  0000282
         100,         123 ,  00001aa
         100,         124 ,  0000554
         100,         125 ,  0000e0c
         100,         126 ,  0000d47
         100,         127 ,  0000824
         100,         128 ,  0000b2e
         100,         129 ,  0000d3b
         100,         130 ,  000078c
         100,         131 ,  0000c1d
         100,         132 ,  0000728
         100,         133 ,  0000a40
         100,         134 ,  000100c
         100,         135 ,  0000178
         100,         136 ,  0000ea7
         100,         137 ,  00010c8
         100,         138 ,  0000c29
         100,         139 ,  0000aaa
         100,         140 ,  0000c4f
         100,         141 ,  00007b3
         100,         142 ,  00002e8
         100,         143 ,  0000328
         100,         144 ,  0000fb0
         100,         145 ,  0001032
         100,         146 ,  0000932
         100,         147 ,  0001031
         100,         148 ,  000091b
         100,         149 ,  0000bbc
         100,         150 ,  000059b
         100,         151 ,  00008f2
         100,         152 ,  000065e
         100,         153 ,  0000f8f
         100,         154 ,  0000979
         100,         155 ,  0000fb5
         100,         156 ,  0000c0f
         100,         157 ,  0001017
         100,         158 ,  00005ee
         100,         159 ,  000111a
         100,         160 ,  00002dd
         100,         161 ,  0000fb8
         100,         162 ,  0000b32
         100,         163 ,  00008ed
         100,         164 ,  0001174
         100,         165 ,  0000d23
         100,         166 ,  0000a8e
         100,         167 ,  000005e
         100,         168 ,  00001aa
         100,         169 ,  000036f
         100,         170 ,  00009c1
         100,         171 ,  0000ee3
         100,         172 ,  00006a8
         100,         173 ,  0000a13
         100,         174 ,  0000ce4
         100,         175 ,  000009e
         100,         176 ,  00011fe
         100,         177 ,  000035d
         100,         178 ,  0000518
         100,         179 ,  0000d6c
         100,         180 ,  0000c60
         100,         181 ,  0000f50
         100,         182 ,  0000415
         100,         183 ,  0000282
         100,         184 ,  0000518
         100,         185 ,  0000cbe
         100,         186 ,  0000ed3
         100,         187 ,  000107a
         100,         188 ,  000059b
         100,         189 ,  00004a7
         100,         190 ,  00005fb
         100,         191 ,  0000f82
         100,         192 ,  0000783
         100,         193 ,  00002fa
         100,         194 ,  00007e7
         100,         195 ,  00002aa
         100,         196 ,  0000b8c
         100,         197 ,  0000ee3
         100,         198 ,  0001068
         100,         199 ,  0001075
         100,         200 ,  0000cc8
         100,         201 ,  0000d10
         100,         202 ,  0000965
         100,         203 ,  0000567
         100,         204 ,  0000c3b
         100,         205 ,  00001b1
         100,         206 ,  0000a9c
         100,         207 ,  0001085
         100,         208 ,  0000b5a
         100,         209 ,  0000d34
         100,         210 ,  000112f
         100,         211 ,  0000a04
         100,         212 ,  00008ec
         100,         213 ,  0001222
         100,         214 ,  000053a
         100,         215 ,  000043a
         100,         216 ,  0000430
         100,         217 ,  0000456
         100,         218 ,  00009df
         100,         219 ,  0000bb6
         100,         220 ,  0000e2d
         100,         221 ,  0000fd9
         100,         222 ,  000075b
         100,         223 ,  0000dbb
         100,         224 ,  0000513
         100,         225 ,  00004f6
         100,         226 ,  000031f
         100,         227 ,  000043a
         100,         228 ,  0000d6a
         100,         229 ,  0000689
         100,         230 ,  000001d
         100,         231 ,  00005a8
         100,         232 ,  00006ea
         100,         233 ,  0000569
         100,         234 ,  0000320
         100,         235 ,  0000773
         100,         236 ,  0000d79
         100,         237 ,  000078f
         100,         238 ,  0000dc1
         100,         239 ,  0000d96
         100,         240 ,  0000ccf
         100,         241 ,  0000a04
         100,         242 ,  00001c8
         100,         243 ,  0000cce
         100,         244 ,  0000526
         100,         245 ,  0000164
         100,         246 ,  0000549
         100,         247 ,  0000bd4
         100,         248 ,  00010e5
         100,         249 ,  0000f65
         100,         250 ,  000115e
         100,         251 ,  0000aa7
         100,         252 ,  0000e83
         100,         253 ,  0000a09
         100,         254 ,  0000ac4
         100,         255 ,  00002a2
         100,         256 ,  00007ee
         100,         257 ,  0000024
         100,         258 ,  0000b13
         100,         259 ,  0000544
         100,         260 ,  0000a55
         100,         261 ,  0001072
         100,         262 ,  0000728
         100,         263 ,  0000b11
         100,         264 ,  00003f7
         100,         265 ,  0000fd9
         100,         266 ,  0000113
         100,         267 ,  000053f
         100,         268 ,  0000504
         100,         269 ,  00000d7
         100,         270 ,  000031b
         100,         271 ,  0000f82
         100,         272 ,  0000d8c
         100,         273 ,  0000f22
         100,         274 ,  0000f22
         100,         275 ,  0000951
         100,         276 ,  000031b
         100,         277 ,  0000810
         100,         278 ,  0001074
         100,         279 ,  0001015
         100,         280 ,  0000e3d
