         100,         0 ,  0000a20
         100,         1 ,  0000f22
         100,         2 ,  000058d
         100,         3 ,  0000b66
         100,         4 ,  0000095
         100,         5 ,  0000ba5
         100,         6 ,  0000c31
         100,         7 ,  0000f7a
         100,         8 ,  000040c
         100,         9 ,  00004f7
         100,         10 ,  00000e7
         100,         11 ,  000078c
         100,         12 ,  000072f
         100,         13 ,  0000c05
         100,         14 ,  0000290
         100,         15 ,  000017b
         100,         16 ,  00008bb
         100,         17 ,  0000015
         100,         18 ,  00009cd
         100,         19 ,  0001143
         100,         20 ,  00004ae
         100,         21 ,  000007f
         100,         22 ,  0000155
         100,         23 ,  000031b
         100,         24 ,  00010e5
         100,         25 ,  0000fb8
         100,         26 ,  0000f44
         100,         27 ,  0000b40
         100,         28 ,  00009f2
         100,         29 ,  0001103
         100,         30 ,  0000796
         100,         31 ,  0001210
         100,         32 ,  0000f8f
         100,         33 ,  0000c36
         100,         34 ,  00006b4
         100,         35 ,  0000a09
         100,         36 ,  0001068
         100,         37 ,  0000140
         100,         38 ,  0000796
         100,         39 ,  0000073
         100,         40 ,  00004ce
         100,         41 ,  0000f13
         100,         42 ,  0000a9a
         100,         43 ,  0000c9c
         100,         44 ,  0000567
         100,         45 ,  0000e2f
         100,         46 ,  0000819
         100,         47 ,  0000aa1
         100,         48 ,  00001c0
         100,         49 ,  0000ca5
         100,         50 ,  0000561
         100,         51 ,  0000bfa
         100,         52 ,  0000a92
         100,         53 ,  00010a8
         100,         54 ,  0001201
         100,         55 ,  0000220
         100,         56 ,  0000b72
         100,         57 ,  0000947
         100,         58 ,  0001149
         100,         59 ,  00005e8
         100,         60 ,  000026b
         100,         61 ,  0000f88
         100,         62 ,  00005e8
         100,         63 ,  0001056
         100,         64 ,  00005fb
         100,         65 ,  00004e3
         100,         66 ,  0000987
         100,         67 ,  0000178
         100,         68 ,  00002aa
         100,         69 ,  00004b6
         100,         70 ,  0000d10
         100,         71 ,  000060f
         100,         72 ,  0000245
         100,         73 ,  0000e55
         100,         74 ,  000008e
         100,         75 ,  00007bd
         100,         76 ,  00010fc
         100,         77 ,  0000dfa
         100,         78 ,  000097b
         100,         79 ,  00005b8
         100,         80 ,  000036b
         100,         81 ,  00009d8
         100,         82 ,  0000c0f
         100,         83 ,  000038a
         100,         84 ,  00008e4
         100,         85 ,  0000c18
         100,         86 ,  000065f
         100,         87 ,  00009a6
         100,         88 ,  0000884
         100,         89 ,  0001015
         100,         90 ,  0000c42
         100,         91 ,  0001191
         100,         92 ,  0000661
         100,         93 ,  00009c4
         100,         94 ,  000067b
         100,         95 ,  0000140
         100,         96 ,  000005e
         100,         97 ,  0001156
         100,         98 ,  0000c3b
         100,         99 ,  000117a
         100,         100 ,  00001ef
         100,         101 ,  00008ec
         100,         102 ,  0001059
         100,         103 ,  000091b
         100,         104 ,  000050b
         100,         105 ,  0001143
         100,         106 ,  00008fc
         100,         107 ,  00004e5
         100,         108 ,  0000ae7
         100,         109 ,  00004f0
         100,         110 ,  00010a1
         100,         111 ,  0000cfc
         100,         112 ,  0001056
         100,         113 ,  0000ca8
         100,         114 ,  0000356
         100,         115 ,  0000cce
         100,         116 ,  0000382
         100,         117 ,  0000f81
         100,         118 ,  0000390
         100,         119 ,  000099f
         100,         120 ,  000057a
         100,         121 ,  00007f6
         100,         122 ,  0000c6e
         100,         123 ,  0000450
         100,         124 ,  000114f
         100,         125 ,  0000415
         100,         126 ,  00008f2
         100,         127 ,  000070f
         100,         128 ,  000114f
         100,         129 ,  000082c
         100,         130 ,  00010b8
         100,         131 ,  0000dc8
         100,         132 ,  0000f3e
         100,         133 ,  0000b9a
         100,         134 ,  00005b2
         100,         135 ,  0000995
         100,         136 ,  00011d0
         100,         137 ,  000073c
         100,         138 ,  0000c57
         100,         139 ,  0000bb9
         100,         140 ,  000110a
         100,         141 ,  0000748
         100,         142 ,  00005b8
         100,         143 ,  0000eeb
         100,         144 ,  0000f34
         100,         145 ,  0000c10
         100,         146 ,  0000f8f
         100,         147 ,  0000cfc
         100,         148 ,  00008df
         100,         149 ,  0000728
         100,         150 ,  00005ee
         100,         151 ,  00009bc
         100,         152 ,  00002aa
         100,         153 ,  0000d6c
         100,         154 ,  0000314
         100,         155 ,  00011c2
         100,         156 ,  00005a8
         100,         157 ,  00009ea
         100,         158 ,  000114f
